"tier","target","outcome","heldout","set","n_cols","addon_imputed_heldout","spearman"
"admin2","level","child_vitA","Gambia","base",382,1,0.711234705228031
"admin2","level","child_vitA","Gambia","plus",396,1,0.680088987764182
"admin2","level","child_vitA","Gambia","addon_only",14,1,0.148832035595106
"admin2","level","child_vitA","Gambia","cs",91,1,0.79265850945495
"admin2","level","child_vitA","Gambia","cs_plus",105,1,0.699221357063404
"admin2","level","child_vitA","Ghana","base",382,0,0.356273115220484
"admin2","level","child_vitA","Ghana","plus",396,0,0.357638691322902
"admin2","level","child_vitA","Ghana","addon_only",14,0,0.0871977240398293
"admin2","level","child_vitA","Ghana","cs",91,0,0.218862019914651
"admin2","level","child_vitA","Ghana","cs_plus",105,0,0.214879089615932
"admin2","level","child_vitA","Malawi","base",382,0,0.186538601735073
"admin2","level","child_vitA","Malawi","plus",396,0,0.171247357293869
"admin2","level","child_vitA","Malawi","addon_only",14,0,0.0175876649413137
"admin2","level","child_vitA","Malawi","cs",91,0,0.148629437923744
"admin2","level","child_vitA","Malawi","cs_plus",105,0,0.115495370707881
"admin2","level","child_vitA","SierraLeone","base",382,1,0.0505494505494506
"admin2","level","child_vitA","SierraLeone","plus",396,1,0.0769230769230769
"admin2","level","child_vitA","SierraLeone","addon_only",14,1,-0.340659340659341
"admin2","level","child_vitA","SierraLeone","cs",91,1,0.428571428571429
"admin2","level","child_vitA","SierraLeone","cs_plus",105,1,0.371428571428571
"admin2","level","women_vitA","Gambia","base",382,1,0.72146829810901
"admin2","level","women_vitA","Gambia","plus",396,1,0.676529477196885
"admin2","level","women_vitA","Gambia","addon_only",14,1,0.33392658509455
"admin2","level","women_vitA","Gambia","cs",91,1,0.759733036707453
"admin2","level","women_vitA","Gambia","cs_plus",105,1,0.693882091212458
"admin2","level","women_vitA","Ghana","base",382,0,0.272859174964438
"admin2","level","women_vitA","Ghana","plus",396,0,0.297098150782361
"admin2","level","women_vitA","Ghana","addon_only",14,0,0.441081081081081
"admin2","level","women_vitA","Ghana","cs",91,0,0.414623044096728
"admin2","level","women_vitA","Ghana","cs_plus",105,0,0.432660028449502
"admin2","level","women_vitA","Malawi","base",382,0,0.240996573594809
"admin2","level","women_vitA","Malawi","plus",396,0,0.221312969308158
"admin2","level","women_vitA","Malawi","addon_only",14,0,0.172523146460596
"admin2","level","women_vitA","Malawi","cs",91,0,0.223755194284464
"admin2","level","women_vitA","Malawi","cs_plus",105,0,0.234927462273092
"admin2","level","women_vitA","SierraLeone","base",382,1,-0.0769230769230769
"admin2","level","women_vitA","SierraLeone","plus",396,1,-0.0857142857142857
"admin2","level","women_vitA","SierraLeone","addon_only",14,1,-0.424175824175824
"admin2","level","women_vitA","SierraLeone","cs",91,1,0.252747252747253
"admin2","level","women_vitA","SierraLeone","cs_plus",105,1,0.2
"admin2","level","child_iron","Gambia","base",382,1,0.469632925472747
"admin2","level","child_iron","Gambia","plus",396,1,0.458954393770857
"admin2","level","child_iron","Gambia","addon_only",14,1,0.231145717463849
"admin2","level","child_iron","Gambia","cs",91,1,0.550611790878754
"admin2","level","child_iron","Gambia","cs_plus",105,1,0.519021134593993
"admin2","level","child_iron","Ghana","base",382,0,0.475135135135135
"admin2","level","child_iron","Ghana","plus",396,0,0.485775248933144
"admin2","level","child_iron","Ghana","addon_only",14,0,0.402645803698435
"admin2","level","child_iron","Ghana","cs",91,0,0.560284495021337
"admin2","level","child_iron","Ghana","cs_plus",105,0,0.558662873399715
"admin2","level","child_iron","Malawi","base",382,0,-0.0558248888240869
"admin2","level","child_iron","Malawi","plus",396,0,-0.0210322956914777
"admin2","level","child_iron","Malawi","addon_only",14,0,0.202449515200117
"admin2","level","child_iron","Malawi","cs",91,0,0.190548224830502
"admin2","level","child_iron","Malawi","cs_plus",105,0,0.211525843843406
"admin2","level","child_iron","SierraLeone","base",382,1,0.261538461538461
"admin2","level","child_iron","SierraLeone","plus",396,1,0.261538461538461
"admin2","level","child_iron","SierraLeone","addon_only",14,1,-0.142857142857143
"admin2","level","child_iron","SierraLeone","cs",91,1,0.327472527472527
"admin2","level","child_iron","SierraLeone","cs_plus",105,1,0.287912087912088
"admin2","level","women_iron","Gambia","base",382,1,0.171968854282536
"admin2","level","women_iron","Gambia","plus",396,1,0.246718576195773
"admin2","level","women_iron","Gambia","addon_only",14,1,0.434037819799778
"admin2","level","women_iron","Gambia","cs",91,1,0.729477196885428
"admin2","level","women_iron","Gambia","cs_plus",105,1,0.686318131256952
"admin2","level","women_iron","Ghana","base",382,0,0.228079658605974
"admin2","level","women_iron","Ghana","plus",396,0,0.23203413940256
"admin2","level","women_iron","Ghana","addon_only",14,0,0.239601706970128
"admin2","level","women_iron","Ghana","cs",91,0,0.358065433854908
"admin2","level","women_iron","Ghana","cs_plus",105,0,0.354822190611664
"admin2","level","women_iron","Malawi","base",382,0,0.235383101261209
"admin2","level","women_iron","Malawi","plus",396,0,0.260698403440986
"admin2","level","women_iron","Malawi","addon_only",14,0,0.205821243712182
"admin2","level","women_iron","Malawi","cs",91,0,0.219617992272363
"admin2","level","women_iron","Malawi","cs_plus",105,0,0.23952030327331
"admin2","level","women_iron","SierraLeone","base",382,1,-0.00659340659340659
"admin2","level","women_iron","SierraLeone","plus",396,1,-0.0021978021978022
"admin2","level","women_iron","SierraLeone","addon_only",14,1,-0.125274725274725
"admin2","level","women_iron","SierraLeone","cs",91,1,0.0593406593406593
"admin2","level","women_iron","SierraLeone","cs_plus",105,1,0.0637362637362637
"admin2","level","women_folate","Ghana","base",382,0,-0.154935988620199
"admin2","level","women_folate","Ghana","plus",396,0,-0.169103840682788
"admin2","level","women_folate","Ghana","addon_only",14,0,-0.153229018492176
"admin2","level","women_folate","Ghana","cs",91,0,0.0845234708392603
"admin2","level","women_folate","Ghana","cs_plus",105,0,0.0391749644381223
"admin2","level","women_folate","Malawi","base",382,0,-0.101625719909601
"admin2","level","women_folate","Malawi","plus",396,0,-0.0925493912663119
"admin2","level","women_folate","Malawi","addon_only",14,0,0.0436319895020777
"admin2","level","women_folate","Malawi","cs",91,0,0.275169497703579
"admin2","level","women_folate","Malawi","cs_plus",105,0,0.276736895822702
"admin2","level","women_folate","SierraLeone","base",382,1,0.12967032967033
"admin2","level","women_folate","SierraLeone","plus",396,1,0.12967032967033
"admin2","level","women_folate","SierraLeone","addon_only",14,1,0.336263736263736
"admin2","level","women_folate","SierraLeone","cs",91,1,0.151648351648352
"admin2","level","women_folate","SierraLeone","cs_plus",105,1,0.323076923076923
"admin2","level","women_b12","Ghana","base",382,0,0.585917496443812
"admin2","level","women_b12","Ghana","plus",396,0,0.577496443812233
"admin2","level","women_b12","Ghana","addon_only",14,0,-0.208933143669986
"admin2","level","women_b12","Ghana","cs",91,0,0.553968705547653
"admin2","level","women_b12","Ghana","cs_plus",105,0,0.531436699857752
"admin2","level","women_b12","Malawi","base",382,0,0.431982211853904
"admin2","level","women_b12","Malawi","plus",396,0,0.415396952686447
"admin2","level","women_b12","Malawi","addon_only",14,0,-0.024349347524969
"admin2","level","women_b12","Malawi","cs",91,0,0.456240431581249
"admin2","level","women_b12","Malawi","cs_plus",105,0,0.395385288328352
"admin2","level","women_b12","SierraLeone","base",382,1,0.402197802197802
"admin2","level","women_b12","SierraLeone","plus",396,1,0.402197802197802
"admin2","level","women_b12","SierraLeone","addon_only",14,1,0.0725274725274725
"admin2","level","women_b12","SierraLeone","cs",91,1,0.336263736263736
"admin2","level","women_b12","SierraLeone","cs_plus",105,1,0.318681318681319
"admin2","prev","child_vitA","Gambia","base",382,1,0.56665595479425
"admin2","prev","child_vitA","Gambia","plus",396,1,0.498274123771517
"admin2","prev","child_vitA","Gambia","addon_only",14,1,0.147678025954634
"admin2","prev","child_vitA","Gambia","cs",91,1,0.643724728520198
"admin2","prev","child_vitA","Gambia","cs_plus",105,1,0.555073364523299
"admin2","prev","child_vitA","Ghana","base",382,0,0.343752560821294
"admin2","prev","child_vitA","Ghana","plus",396,0,0.343910799780494
"admin2","prev","child_vitA","Ghana","addon_only",14,0,0.249154433939773
"admin2","prev","child_vitA","Ghana","cs",91,0,0.226396794534881
"admin2","prev","child_vitA","Ghana","cs_plus",105,0,0.246708922752142
"admin2","prev","child_vitA","Malawi","base",382,0,0.222218106171341
"admin2","prev","child_vitA","Malawi","plus",396,0,0.227863040071255
"admin2","prev","child_vitA","Malawi","addon_only",14,0,0.15216571397999
"admin2","prev","child_vitA","Malawi","cs",91,0,0.2011995327295
