"tier","target","outcome","heldout","set","n_cols","addon_imputed_heldout","spearman"
"admin2","level","child_vitA","Gambia","base",394,0,0.677864293659622
"admin2","level","child_vitA","Gambia","plus",418,0,0.655617352614016
"admin2","level","child_vitA","Gambia","addon_only",24,0,0.583092324805339
"admin2","level","child_vitA","Gambia","cs",91,0,0.789543937708565
"admin2","level","child_vitA","Gambia","cs_plus",115,0,0.735706340378198
"admin2","level","child_vitA","Gambia","replace",377,0,0.669855394883204
"admin2","level","child_vitA","Gambia","cs_replace",74,0,0.757953281423804
"admin2","level","child_vitA","Ghana","base",394,0,0.404466571834993
"admin2","level","child_vitA","Ghana","plus",418,0,0.387681365576102
"admin2","level","child_vitA","Ghana","addon_only",24,0,0.321137980085348
"admin2","level","child_vitA","Ghana","cs",91,0,0.259260312944523
"admin2","level","child_vitA","Ghana","cs_plus",115,0,0.303044096728307
"admin2","level","child_vitA","Ghana","replace",377,0,0.38972972972973
"admin2","level","child_vitA","Ghana","cs_replace",74,0,0.29402560455192
"admin2","level","child_vitA","Malawi","base",394,0,0.206149303783626
"admin2","level","child_vitA","Malawi","plus",418,0,0.233414740832544
"admin2","level","child_vitA","Malawi","addon_only",24,0,0.239082889844718
"admin2","level","child_vitA","Malawi","cs",91,0,0.188816796675658
"admin2","level","child_vitA","Malawi","cs_plus",115,0,0.270740686739083
"admin2","level","child_vitA","Malawi","replace",377,0,0.213147918641102
"admin2","level","child_vitA","Malawi","cs_replace",74,0,0.236057446963622
"admin2","level","child_vitA","SierraLeone","base",394,0,0.0681318681318681
"admin2","level","child_vitA","SierraLeone","plus",418,0,0.0593406593406593
"admin2","level","child_vitA","SierraLeone","addon_only",24,0,0.472527472527473
"admin2","level","child_vitA","SierraLeone","cs",91,0,0.446153846153846
"admin2","level","child_vitA","SierraLeone","cs_plus",115,0,0.494505494505494
"admin2","level","child_vitA","SierraLeone","replace",377,0,0.0505494505494506
"admin2","level","child_vitA","SierraLeone","cs_replace",74,0,0.459340659340659
"admin2","level","women_vitA","Gambia","base",394,0,0.767741935483871
"admin2","level","women_vitA","Gambia","plus",418,0,0.743715239154616
"admin2","level","women_vitA","Gambia","addon_only",24,0,0.537708565072302
"admin2","level","women_vitA","Gambia","cs",91,0,0.759288097886541
"admin2","level","women_vitA","Gambia","cs_plus",115,0,0.761512791991101
"admin2","level","women_vitA","Gambia","replace",377,0,0.734816462736374
"admin2","level","women_vitA","Gambia","cs_replace",74,0,0.727252502780868
"admin2","level","women_vitA","Ghana","base",394,0,0.334395448079659
"admin2","level","women_vitA","Ghana","plus",418,0,0.319544807965861
"admin2","level","women_vitA","Ghana","addon_only",24,0,0.306770981507824
"admin2","level","women_vitA","Ghana","cs",91,0,0.422475106685633
"admin2","level","women_vitA","Ghana","cs_plus",115,0,0.421337126600284
"admin2","level","women_vitA","Ghana","replace",377,0,0.261280227596017
"admin2","level","women_vitA","Ghana","cs_replace",74,0,0.358918918918919
"admin2","level","women_vitA","Malawi","base",394,0,0.212455347379164
"admin2","level","women_vitA","Malawi","plus",418,0,0.19463075016403
"admin2","level","women_vitA","Malawi","addon_only",24,0,0.173562003353503
"admin2","level","women_vitA","Malawi","cs",91,0,0.226306772617919
"admin2","level","women_vitA","Malawi","cs_plus",115,0,0.185754902675512
"admin2","level","women_vitA","Malawi","replace",377,0,0.161132171757673
"admin2","level","women_vitA","Malawi","cs_replace",74,0,0.0703871108843041
"admin2","level","women_vitA","SierraLeone","base",394,0,-0.107692307692308
"admin2","level","women_vitA","SierraLeone","plus",418,0,-0.0505494505494506
"admin2","level","women_vitA","SierraLeone","addon_only",24,0,0.235164835164835
"admin2","level","women_vitA","SierraLeone","cs",91,0,0.2
"admin2","level","women_vitA","SierraLeone","cs_plus",115,0,0.287912087912088
"admin2","level","women_vitA","SierraLeone","replace",377,0,-0.0505494505494506
"admin2","level","women_vitA","SierraLeone","cs_replace",74,0,0.450549450549451
"admin2","level","child_iron","Gambia","base",394,0,0.527030033370412
"admin2","level","child_iron","Gambia","plus",418,0,0.519911012235818
"admin2","level","child_iron","Gambia","addon_only",24,0,0.498998887652948
"admin2","level","child_iron","Gambia","cs",91,0,0.550611790878754
"admin2","level","child_iron","Gambia","cs_plus",115,0,0.563515016685206
"admin2","level","child_iron","Gambia","replace",377,0,0.526140155728587
"admin2","level","child_iron","Gambia","cs_replace",74,0,0.526140155728587
"admin2","level","child_iron","Ghana","base",394,0,0.526315789473684
"admin2","level","child_iron","Ghana","plus",418,0,0.522702702702703
"admin2","level","child_iron","Ghana","addon_only",24,0,-0.206714082503556
"admin2","level","child_iron","Ghana","cs",91,0,0.560284495021337
"admin2","level","child_iron","Ghana","cs_plus",115,0,0.576415362731152
"admin2","level","child_iron","Ghana","replace",377,0,0.515874822190612
"admin2","level","child_iron","Ghana","cs_replace",74,0,0.519658605974395
"admin2","level","child_iron","Malawi","base",394,0,-0.0526171903477437
"admin2","level","child_iron","Malawi","plus",418,0,-0.0747612451702267
"admin2","level","child_iron","Malawi","addon_only",24,0,-0.129930013851425
"admin2","level","child_iron","Malawi","cs",91,0,0.190548224830502
"admin2","level","child_iron","Malawi","cs_plus",115,0,0.0988554348618502
"admin2","level","child_iron","Malawi","replace",377,0,-0.105562440766932
"admin2","level","child_iron","Malawi","cs_replace",74,0,0.117336152219873
"admin2","level","child_iron","SierraLeone","base",394,0,0.274725274725275
"admin2","level","child_iron","SierraLeone","plus",418,0,0.349450549450549
"admin2","level","child_iron","SierraLeone","addon_only",24,0,0.454945054945055
"admin2","level","child_iron","SierraLeone","cs",91,0,0.327472527472527
"admin2","level","child_iron","SierraLeone","cs_plus",115,0,0.450549450549451
"admin2","level","child_iron","SierraLeone","replace",377,0,0.345054945054945
"admin2","level","child_iron","SierraLeone","cs_replace",74,0,0.463736263736264
"admin2","level","women_iron","Gambia","base",394,0,0.410456062291435
"admin2","level","women_iron","Gambia","plus",418,0,0.372191323692992
"admin2","level","women_iron","Gambia","addon_only",24,0,0.234705228031146
"admin2","level","women_iron","Gambia","cs",91,0,0.729477196885428
"admin2","level","women_iron","Gambia","cs_plus",115,0,0.693437152391546
"admin2","level","women_iron","Gambia","replace",377,0,0.277864293659622
"admin2","level","women_iron","Gambia","cs_replace",74,0,0.711679644048943
"admin2","level","women_iron","Ghana","base",394,0,0.279743954480797
"admin2","level","women_iron","Ghana","plus",418,0,0.272944523470839
"admin2","level","women_iron","Ghana","addon_only",24,0,-0.0465149359886202
"admin2","level","women_iron","Ghana","cs",91,0,0.358065433854908
"admin2","level","women_iron","Ghana","cs_plus",115,0,0.323271692745377
"admin2","level","women_iron","Ghana","replace",377,0,0.239288762446657
"admin2","level","women_iron","Ghana","cs_replace",74,0,0.262702702702703
"admin2","level","women_iron","Malawi","base",394,0,0.270868265655756
"admin2","level","women_iron","Malawi","plus",418,0,0.233542319749216
"admin2","level","women_iron","Malawi","addon_only",24,0,-0.102755704600131
"admin2","level","women_iron","Malawi","cs",91,0,0.219617992272363
"admin2","level","women_iron","Malawi","cs_plus",115,0,0.0951920973973901
"admin2","level","women_iron","Malawi","replace",377,0,0.215426113581687
"admin2","level","women_iron","Malawi","cs_replace",74,0,0.100313479623824
"admin2","level","women_iron","SierraLeone","base",394,0,-0.0153846153846154
"admin2","level","women_iron","SierraLeone","plus",418,0,0.032967032967033
"admin2","level","women_iron","SierraLeone","addon_only",24,0,0.248351648351648
"admin2","level","women_iron","SierraLeone","cs",91,0,0.0593406593406593
"admin2","level","women_iron","SierraLeone","cs_plus",115,0,0.138461538461538
"admin2","level","women_iron","SierraLeone","replace",377,0,0.0637362637362637
"admin2","level","women_iron","SierraLeone","cs_replace",74,0,0.0945054945054945
"admin2","level","women_folate","Ghana","base",395,0,-0.102247510668563
"admin2","level","women_folate","Ghana","plus",419,0,-0.166372688477952
"admin2","level","women_folate","Ghana","addon_only",24,0,-0.314054054054054
"admin2","level","women_folate","Ghana","cs",91,0,0.0845234708392603
"admin2","level","women_folate","Ghana","cs_plus",115,0,-0.150327169274538
"admin2","level","women_folate","Ghana","replace",378,0,-0.186059743954481
"admin2","level","women_folate","Ghana","cs_replace",74,0,-0.23027027027027
"admin2","level","women_folate","Malawi","base",395,0,-0.0892870161113946
"admin2","level","women_folate","Malawi","plus",419,0,-0.114656994969746
"admin2","level","women_folate","Malawi","addon_only",24,0,-0.117737114529416
"admin2","level","women_folate","Malawi","cs",91,0,0.275169497703579
"admin2","level","women_folate","Malawi","cs_plus",115,0,0.161022818400525
"admin2","level","women_folate","Malawi","replace",378,0,-0.169479478019975
"admin2","level","women_folate","Malawi","cs_replace",74,0,-0.0632062404315812
"admin2","level","women_folate","SierraLeone","base",395,0,0.032967032967033
"admin2","level","women_folate","SierraLeone","plus",419,0,-0.00659340659340659
"admin2","level","women_folate","SierraLeone","addon_only",24,0,-0.287912087912088
"admin2","level","women_folate","SierraLeone","cs",91,0,0.151648351648352
"admin2","level","women_folate","SierraLeone","cs_plus",115,0,0.138461538461538
"admin2","level","women_folate","SierraLeone","replace",378,0,0.0241758241758242
"admin2","level","women_folate","SierraLeone","cs_replace",74,0,-0.0857142857142857
"admin2","level","women_b12","Ghana","base",395,0,0.595874822190611
"admin2","level","women_b12","Ghana","plus",419,0,0.617837837837838
"admin2","level","women_b12","Ghana","addon_only",24,0,0.590640113798009
"admin2","level","women_b12","Ghana","cs",91,0,0.553968705547653
"admin2","level","women_b12","Ghana","cs_plus",115,0,0.598264580369843
"admin2","level","women_b12","Ghana","replace",378,0,0.596073968705548
"admin2","level","women_b12","Ghana","cs_replace",74,0,0.588648648648649
"admin2","level","women_b12","Malawi","base",395,0,0.443792374425895
"admin2","level","women_b12","Malawi","plus",419,0,0.470401691331924
"admin2","level","women_b12","Malawi","addon_only",24,0,0.437249398556536
"admin2","level","women_b12","Malawi","cs",91,0,0.456240431581249
"admin2","level","women_b12","Malawi","cs_plus",115,0,0.566195232193628
"admin2","level","women_b12","Malawi","replace",378,0,0.438288255449442
"admin2","level","women_b12","Malawi","cs_replace",74,0,0.470274112415251
"admin2","level","women_b12","SierraLeone","base",395,0,0.432967032967033
"admin2","level","women_b12","SierraLeone","plus",419,0,0.498901098901099
"admin2","level","women_b12","SierraLeone","addon_only",24,0,0.27032967032967
"admin2","level","women_b12","SierraLeone","cs",91,0,0.336263736263736
"admin2","level","women_b12","SierraLeone","cs_plus",115,0,0.428571428571429
"admin2","level","women_b12","SierraLeone","replace",378,0,0.485714285714286
"admin2","level","women_b12","SierraLeone","cs_replace",74,0,0.459340659340659
"admin2","prev","child_vitA","Gambia","base",394,0,0.564428533588298
"admin2","prev","child_vitA","Gambia","plus",418,0,0.530348989137229
"admin2","prev","child_vitA","Gambia","addon_only",24,0,0.0797416791730903
"admin2","prev","child_vitA","Gambia","cs",91,0,0.643724728520198
"admin2","prev","child_vitA","Gambia","cs_plus",115,0,0.571556281447345
"admin2","prev","child_vitA","Gambia","replace",377,0,0.534581089428538
"admin2","prev","child_vitA","Gambia","cs_replace",74,0,0.469763132335328
"admin2","prev","child_vitA","Ghana","base",394,0,0.362151436168232
"admin2","prev","child_vitA","Ghana","plus",418,0,0.352815337575454
"admin2","prev","child_vitA","Ghana","addon_only",24,0,0.297129609297114
"admin2","prev","child_vitA","Ghana","cs",91,0,0.226396794534881
"admin2","prev","child_vitA","Ghana","cs_plus",115,0,0.258116513174442
"admin2","prev","child_vitA","Ghana","replace",377,0,0.354800517245413
"admin2","prev","child_vitA","Ghana","cs_replace",74,0,0.260346243963164
"admin2","prev","child_vitA","Malawi","base",394,0,0.217629812512388
"admin2","prev","child_vitA","Malawi","plus",418,0,0.178724509225793
"admin2","prev","child_vitA","Malawi","addon_only",24,0,-0.0190290436187676
"admin2","prev","child_vitA","Malawi","cs",91,0,0.2011995327295
"admin2","prev","child_vitA","Malawi","cs_plus",115,0,0.183293764321846
"admin2","prev","child_vitA","Malawi","replace",377,0,0.177677388266281
"admin2","prev","child_vitA","Malawi","cs_replace",74,0,0.0733365442916385
"admin2","prev","child_vitA","SierraLeone","base",394,0,-0.204395604395604
"admin2","prev","child_vitA","SierraLeone","plus",418,0,-0.186813186813187
"admin2","prev","child_vitA","SierraLeone","addon_only",24,0,0.230769230769231
"admin2","prev","child_vitA","SierraLeone","cs",91,0,0.235164835164835
"admin2","prev","child_vitA","SierraLeone","cs_plus",115,0,0.142857142857143
"admin2","prev","child_vitA","SierraLeone","replace",377,0,-0.213186813186813
"admin2","prev","child_vitA","SierraLeone","cs_replace",74,0,0.331868131868132
"admin2","prev","women_vitA","Gambia","base",394,0,0.459235333328848
"admin2","prev","women_vitA","Gambia","plus",418,0,0.33134404223829
"admin2","prev","women_vitA","Gambia","addon_only",24,0,-0.0955078082089122
"admin2","prev","women_vitA","Gambia","cs",91,0,0.559905725765269
"admin2","prev","women_vitA","Gambia","cs_plus",115,0,0.357391626295266
"admin2","prev","women_vitA","Gambia","replace",377,0,0.26892370566932
"admin2","prev","women_vitA","Gambia","cs_replace",74,0,0.253201290067362
"admin2","prev","women_vitA","Ghana","base",394,0,0.249979365410831
"admin2","prev","women_vitA","Ghana","plus",418,0,0.248240921179193
"admin2","prev","women_vitA","Ghana","addon_only",24,0,0.220425813472995
"admin2","prev","women_vitA","Ghana","cs",91,0,0.224705060812411
"admin2","prev","women_vitA","Ghana","cs_plus",115,0,0.253322527394749
"admin2","prev","women_vitA","Ghana","replace",377,0,0.229073459138063
"admin2","prev","women_vitA","Ghana","cs_replace",74,0,0.241688323690714
"admin2","prev","women_vitA","Malawi","base",394,0,0.0870144900008482
"admin2","prev","women_vitA","Malawi","plus",418,0,0.123174511149396
"admin2","prev","women_vitA","Malawi","addon_only",24,0,0.247232898852401
"admin2","prev","women_vitA","Malawi","cs",91,0,0.0623922145788777
"admin2","prev","women_vitA","Malawi","cs_plus",115,0,0.173366072586489
"admin2","prev","women_vitA","Malawi","replace",377,0,0.111857734561221
"admin2","prev","women_vitA","Malawi","cs_replace",74,0,0.163927533674734
"admin2","prev","women_vitA","SierraLeone","base",394,0,-0.0732014417394684
"admin2","prev","women_vitA","SierraLeone","plus",418,0,-0.0960768922830523
"admin2","prev","women_vitA","SierraLeone","addon_only",24,0,-0.0937893472286939
"admin2","prev","women_vitA","SierraLeone","cs",91,0,0.0274505406523006
"admin2","prev","women_vitA","SierraLeone","cs_plus",115,0,-0.0526135362502429
"admin2","prev","women_vitA","SierraLeone","replace",377,0,-0.0892142571199771
"admin2","prev","women_vitA","SierraLeone","cs_replace",74,0,0.041175810978451
"admin2","prev","child_iron","Gambia","base",394,0,0.581822230766827
"admin2","prev","child_iron","Gambia","plus",418,0,0.582712207410448
"admin2","prev","child_iron","Gambia","addon_only",24,0,0.537100904424903
"admin2","prev","child_iron","Gambia","cs",91,0,0.565135168698945
"admin2","prev","child_iron","Gambia","cs_plus",115,0,0.594949386260228
"admin2","prev","child_iron","Gambia","replace",377,0,0.590054514720316
"admin2","prev","child_iron","Gambia","cs_replace",74,0,0.481032375876819
"admin2","prev","child_iron","Ghana","base",394,0,0.540170356477344
"admin2","prev","child_iron","Ghana","plus",418,0,0.545852903509775
"admin2","prev","child_iron","Ghana","addon_only",24,0,-0.010836817079436
"admin2","prev","child_iron","Ghana","cs",91,0,0.497908197643179
"admin2","prev","child_iron","Ghana","cs_plus",115,0,0.53758608257566
"admin2","prev","child_iron","Ghana","replace",377,0,0.544225239284405
"admin2","prev","child_iron","Ghana","cs_replace",74,0,0.533345588935881
"admin2","prev","child_iron","Malawi","base",394,0,-0.136535319509507
"admin2","prev","child_iron","Malawi","plus",418,0,-0.157138745479579
"admin2","prev","child_iron","Malawi","addon_only",24,0,-0.14831000872038
"admin2","prev","child_iron","Malawi","cs",91,0,0.179347396314959
"admin2","prev","child_iron","Malawi","cs_plus",115,0,0.0712044916106025
"admin2","prev","child_iron","Malawi","replace",377,0,-0.183424302649011
"admin2","prev","child_iron","Malawi","cs_replace",74,0,0.122042692742599
"admin2","prev","child_iron","SierraLeone","base",394,0,0.375824175824176
"admin2","prev","child_iron","SierraLeone","plus",418,0,0.38021978021978
"admin2","prev","child_iron","SierraLeone","addon_only",24,0,0.375824175824176
"admin2","prev","child_iron","SierraLeone","cs",91,0,0.208791208791209
"admin2","prev","child_iron","SierraLeone","cs_plus",115,0,0.217582417582418
"admin2","prev","child_iron","SierraLeone","replace",377,0,0.41978021978022
"admin2","prev","child_iron","SierraLeone","cs_replace",74,0,0.274725274725275
"admin2","prev","women_iron","Gambia","base",394,0,0.395817112250167
"admin2","prev","women_iron","Gambia","plus",418,0,0.40382690204275
"admin2","prev","women_iron","Gambia","addon_only",24,0,0.448548228384675
"admin2","prev","women_iron","Gambia","cs",91,0,0.736010684274059
"admin2","prev","women_iron","Gambia","cs_plus",115,0,0.738458120044015
"admin2","prev","women_iron","Gambia","replace",377,0,0.293247304072917
"admin2","prev","women_iron","Gambia","cs_replace",74,0,0.71420625650536
"admin2","prev","women_iron","Ghana","base",394,0,0.327863593776276
"admin2","prev","women_iron","Ghana","plus",418,0,0.312281188367065
"admin2","prev","women_iron","Ghana","addon_only",24,0,-0.352122075327459
"admin2","prev","women_iron","Ghana","cs",91,0,0.318122791872273
"admin2","prev","women_iron","Ghana","cs_plus",115,0,0.272728065126139
"admin2","prev","women_iron","Ghana","replace",377,0,0.296626842027986
"admin2","prev","women_iron","Ghana","cs_replace",74,0,0.206830173367884
"admin2","prev","women_iron","Malawi","base",394,0,0.162364328753514
"admin2","prev","women_iron","Malawi","plus",418,0,0.122571600328033
"admin2","prev","women_iron","Malawi","addon_only",24,0,-0.0671727913895589
"admin2","prev","women_iron","Malawi","cs",91,0,0.119850255327547
"admin2","prev","women_iron","Malawi","cs_plus",115,0,0.046392452865436
"admin2","prev","women_iron","Malawi","replace",377,0,0.128856611400585
"admin2","prev","women_iron","Malawi","cs_replace",74,0,0.091016957108107
"admin2","prev","women_iron","SierraLeone","base",394,0,-0.032967032967033
"admin2","prev","women_iron","SierraLeone","plus",418,0,-0.0417582417582418
"admin2","prev","women_iron","SierraLeone","addon_only",24,0,0.173626373626374
"admin2","prev","women_iron","SierraLeone","cs",91,0,-0.142857142857143
"admin2","prev","women_iron","SierraLeone","cs_plus",115,0,-0.142857142857143
"admin2","prev","women_iron","SierraLeone","replace",377,0,-0.0417582417582418
"admin2","prev","women_iron","SierraLeone","cs_replace",74,0,0.186813186813187
"admin2","prev","women_folate","Ghana","base",395,0,-0.0156915011339403
"admin2","prev","women_folate","Ghana","plus",419,0,-0.0521339792442811
"admin2","prev","women_folate","Ghana","addon_only",24,0,-0.126130594945841
"admin2","prev","women_folate","Ghana","cs",91,0,0.13506662692675
"admin2","prev","women_folate","Ghana","cs_plus",115,0,0.00229457918489045
"admin2","prev","women_folate","Ghana","replace",378,0,-0.101617078188005
"admin2","prev","women_folate","Ghana","cs_replace",74,0,-0.138173572655359
"admin2","prev","women_folate","Malawi","base",395,0,-0.0417866316385817
"admin2","prev","women_folate","Malawi","plus",419,0,-0.031584326386658
"admin2","prev","women_folate","Malawi","addon_only",24,0,-0.0312119794796535
"admin2","prev","women_folate","Malawi","cs",91,0,0.435599337831907
"admin2","prev","women_folate","Malawi","cs_plus",115,0,0.380296513469062
"admin2","prev","women_folate","Malawi","replace",378,0,-0.0972570121095794
"admin2","prev","women_folate","Malawi","cs_replace",74,0,0.0625449717040834
"admin2","prev","women_folate","SierraLeone","base",395,0,0.0373626373626374
"admin2","prev","women_folate","SierraLeone","plus",419,0,0.0461538461538462
"admin2","prev","women_folate","SierraLeone","addon_only",24,0,-0.217582417582418
"admin2","prev","women_folate","SierraLeone","cs",91,0,0.12967032967033
"admin2","prev","women_folate","SierraLeone","cs_plus",115,0,0.0241758241758242
"admin2","prev","women_folate","SierraLeone","replace",378,0,0.0373626373626374
"admin2","prev","women_folate","SierraLeone","cs_replace",74,0,-0.186813186813187
"admin2","prev","women_b12","Ghana","base",395,0,0.181746802254537
"admin2","prev","women_b12","Ghana","plus",419,0,0.194288413631473
"admin2","prev","women_b12","Ghana","addon_only",24,0,0.27650564376917
"admin2","prev","women_b12","Ghana","cs",91,0,0.282243635902409
"admin2","prev","women_b12","Ghana","cs_plus",115,0,0.281505894056706
"admin2","prev","women_b12","Ghana","replace",378,0,0.189271769080699
"admin2","prev","women_b12","Ghana","cs_replace",74,0,0.278358195515044
"admin2","prev","women_b12","Malawi","base",395,0,0.280892157775278
"admin2","prev","women_b12","Malawi","plus",419,0,0.304099948080067
"admin2","prev","women_b12","Malawi","addon_only",24,0,0.276119538138811
"admin2","prev","women_b12","Malawi","cs",91,0,0.0889858640509145
"admin2","prev","women_b12","Malawi","cs_plus",115,0,0.231311316474157
"admin2","prev","women_b12","Malawi","replace",378,0,0.29591478176053
"admin2","prev","women_b12","Malawi","cs_replace",74,0,0.192487415804451
"admin2","prev","women_b12","SierraLeone","base",395,0,-0.22849326060128
"admin2","prev","women_b12","SierraLeone","plus",419,0,-0.22849326060128
"admin2","prev","women_b12","SierraLeone","addon_only",24,0,-0.0798349946679172
"admin2","prev","women_b12","SierraLeone","cs",91,0,0.167928781887688
"admin2","prev","women_b12","SierraLeone","cs_plus",115,0,0.0275293085061784
"admin2","prev","women_b12","SierraLeone","replace",378,0,-0.275293085061784
"admin2","prev","women_b12","SierraLeone","cs_replace",74,0,0.0660703404148281
"admin1","level","child_vitA","Gambia","base",402,0,0.942857142857143
"admin1","level","child_vitA","Gambia","plus",426,0,0.942857142857143
"admin1","level","child_vitA","Gambia","addon_only",24,0,0.257142857142857
"admin1","level","child_vitA","Gambia","cs",91,0,0.942857142857143
"admin1","level","child_vitA","Gambia","cs_plus",115,0,0.885714285714286
"admin1","level","child_vitA","Gambia","replace",385,0,0.942857142857143
"admin1","level","child_vitA","Gambia","cs_replace",74,0,0.885714285714286
"admin1","level","child_vitA","Ghana","base",402,0,0.6
"admin1","level","child_vitA","Ghana","plus",426,0,0.570588235294118
"admin1","level","child_vitA","Ghana","addon_only",24,0,0.538235294117647
"admin1","level","child_vitA","Ghana","cs",91,0,0.391176470588235
"admin1","level","child_vitA","Ghana","cs_plus",115,0,0.385294117647059
"admin1","level","child_vitA","Ghana","replace",385,0,0.602941176470588
