"tier","target","outcome","heldout","set","n_cols","addon_imputed_heldout","spearman"
"admin2","level","child_vitA","Gambia","base",394,0,0.677864293659622
"admin2","level","child_vitA","Gambia","plus",422,0,0.696106785317019
"admin2","level","child_vitA","Gambia","addon_only",28,0,0.570189098998888
"admin2","level","child_vitA","Gambia","cs",91,0,0.789543937708565
"admin2","level","child_vitA","Gambia","cs_plus",119,0,0.788209121245829
"admin2","level","child_vitA","Gambia","replace",377,0,0.65027808676307
"admin2","level","child_vitA","Gambia","cs_replace",74,0,0.767741935483871
"admin2","level","child_vitA","Ghana","base",394,0,0.404466571834993
"admin2","level","child_vitA","Ghana","plus",422,0,0.407624466571835
"admin2","level","child_vitA","Ghana","addon_only",28,0,0.286628733997155
"admin2","level","child_vitA","Ghana","cs",91,0,0.259260312944523
"admin2","level","child_vitA","Ghana","cs_plus",119,0,0.259829302987198
"admin2","level","child_vitA","Ghana","replace",377,0,0.422418207681366
"admin2","level","child_vitA","Ghana","cs_replace",74,0,0.290128022759602
"admin2","level","child_vitA","Malawi","base",394,0,0.206149303783626
"admin2","level","child_vitA","Malawi","plus",422,0,0.223828096522563
"admin2","level","child_vitA","Malawi","addon_only",28,0,0.313917037253044
"admin2","level","child_vitA","Malawi","cs",91,0,0.188816796675658
"admin2","level","child_vitA","Malawi","cs_plus",119,0,0.239848363344755
"admin2","level","child_vitA","Malawi","replace",377,0,0.235073266749289
"admin2","level","child_vitA","Malawi","cs_replace",74,0,0.320022599693811
"admin2","level","child_vitA","SierraLeone","base",394,0,0.0681318681318681
"admin2","level","child_vitA","SierraLeone","plus",422,0,0.0769230769230769
"admin2","level","child_vitA","SierraLeone","addon_only",28,0,0.437362637362637
"admin2","level","child_vitA","SierraLeone","cs",91,0,0.446153846153846
"admin2","level","child_vitA","SierraLeone","cs_plus",119,0,0.463736263736264
"admin2","level","child_vitA","SierraLeone","replace",377,0,0.0813186813186813
"admin2","level","child_vitA","SierraLeone","cs_replace",74,0,0.534065934065934
"admin2","level","women_vitA","Gambia","base",394,0,0.767741935483871
"admin2","level","women_vitA","Gambia","plus",422,0,0.758398220244716
"admin2","level","women_vitA","Gambia","addon_only",28,0,0.228031145717464
"admin2","level","women_vitA","Gambia","cs",91,0,0.759288097886541
"admin2","level","women_vitA","Gambia","cs_plus",119,0,0.776195773081201
"admin2","level","women_vitA","Gambia","replace",377,0,0.726362625139043
"admin2","level","women_vitA","Gambia","cs_replace",74,0,0.759288097886541
"admin2","level","women_vitA","Ghana","base",394,0,0.334395448079659
"admin2","level","women_vitA","Ghana","plus",422,0,0.375192034139403
"admin2","level","women_vitA","Ghana","addon_only",28,0,0.310099573257468
"admin2","level","women_vitA","Ghana","cs",91,0,0.422475106685633
"admin2","level","women_vitA","Ghana","cs_plus",119,0,0.417098150782361
"admin2","level","women_vitA","Ghana","replace",377,0,0.37126600284495
"admin2","level","women_vitA","Ghana","cs_replace",74,0,0.433342816500711
"admin2","level","women_vitA","Malawi","base",394,0,0.212455347379164
"admin2","level","women_vitA","Malawi","plus",422,0,0.212218415105344
"admin2","level","women_vitA","Malawi","addon_only",28,0,0.11354523583874
"admin2","level","women_vitA","Malawi","cs",91,0,0.226306772617919
"admin2","level","women_vitA","Malawi","cs_plus",119,0,0.195232193628344
"admin2","level","women_vitA","Malawi","replace",377,0,0.218396879784209
"admin2","level","women_vitA","Malawi","cs_replace",74,0,0.248742436392797
"admin2","level","women_vitA","SierraLeone","base",394,0,-0.107692307692308
"admin2","level","women_vitA","SierraLeone","plus",422,0,0.0681318681318681
"admin2","level","women_vitA","SierraLeone","addon_only",28,0,0.301098901098901
"admin2","level","women_vitA","SierraLeone","cs",91,0,0.2
"admin2","level","women_vitA","SierraLeone","cs_plus",119,0,0.283516483516484
"admin2","level","women_vitA","SierraLeone","replace",377,0,-0.0989010989010989
"admin2","level","women_vitA","SierraLeone","cs_replace",74,0,0.169230769230769
"admin2","level","child_iron","Gambia","base",394,0,0.527030033370412
"admin2","level","child_iron","Gambia","plus",422,0,0.482536151279199
"admin2","level","child_iron","Gambia","addon_only",28,0,0.433147942157953
"admin2","level","child_iron","Gambia","cs",91,0,0.550611790878754
"admin2","level","child_iron","Gambia","cs_plus",119,0,0.531034482758621
"admin2","level","child_iron","Gambia","replace",377,0,0.467853170189099
"admin2","level","child_iron","Gambia","cs_replace",74,0,0.510567296996663
"admin2","level","child_iron","Ghana","base",394,0,0.526315789473684
"admin2","level","child_iron","Ghana","plus",422,0,0.539118065433855
"admin2","level","child_iron","Ghana","addon_only",28,0,0.489132290184922
"admin2","level","child_iron","Ghana","cs",91,0,0.560284495021337
"admin2","level","child_iron","Ghana","cs_plus",119,0,0.544836415362731
"admin2","level","child_iron","Ghana","replace",377,0,0.51647226173542
"admin2","level","child_iron","Ghana","cs_replace",74,0,0.513371266002845
"admin2","level","child_iron","Malawi","base",394,0,-0.0526171903477437
"admin2","level","child_iron","Malawi","plus",422,0,-0.00592330684552016
"admin2","level","child_iron","Malawi","addon_only",28,0,0.313753007217322
"admin2","level","child_iron","Malawi","cs",91,0,0.190548224830502
"admin2","level","child_iron","Malawi","cs_plus",119,0,0.24517022672596
"admin2","level","child_iron","Malawi","replace",377,0,-0.050284318728585
"admin2","level","child_iron","Malawi","cs_replace",74,0,0.21353065539112
"admin2","level","child_iron","SierraLeone","base",394,0,0.274725274725275
"admin2","level","child_iron","SierraLeone","plus",422,0,0.314285714285714
"admin2","level","child_iron","SierraLeone","addon_only",28,0,0.0417582417582418
"admin2","level","child_iron","SierraLeone","cs",91,0,0.327472527472527
"admin2","level","child_iron","SierraLeone","cs_plus",119,0,0.230769230769231
"admin2","level","child_iron","SierraLeone","replace",377,0,0.23956043956044
"admin2","level","child_iron","SierraLeone","cs_replace",74,0,0.0285714285714286
"admin2","level","women_iron","Gambia","base",394,0,0.410456062291435
"admin2","level","women_iron","Gambia","plus",422,0,0.444271412680756
"admin2","level","women_iron","Gambia","addon_only",28,0,0.461624026696329
"admin2","level","women_iron","Gambia","cs",91,0,0.729477196885428
"admin2","level","women_iron","Gambia","cs_plus",119,0,0.705450500556174
"admin2","level","women_iron","Gambia","replace",377,0,0.27119021134594
"admin2","level","women_iron","Gambia","cs_replace",74,0,0.654727474972191
