"tier","target","outcome","heldout","set","n_cols","addon_imputed_heldout","spearman"
"admin2","level","child_vitA","Gambia","base",394,0,0.677864293659622
"admin2","level","child_vitA","Gambia","plus",404,0,0.620467185761958
"admin2","level","child_vitA","Gambia","addon_only",10,0,-0.469632925472747
"admin2","level","child_vitA","Gambia","cs",91,0,0.789543937708565
"admin2","level","child_vitA","Gambia","cs_plus",101,0,0.588431590656285
"admin2","level","child_vitA","Ghana","base",394,0,0.404466571834993
"admin2","level","child_vitA","Ghana","plus",404,0,0.408022759601707
"admin2","level","child_vitA","Ghana","addon_only",10,0,0.329473684210526
"admin2","level","child_vitA","Ghana","cs",91,0,0.259260312944523
"admin2","level","child_vitA","Ghana","cs_plus",101,0,0.27601706970128
"admin2","level","child_vitA","Malawi","base",394,0,0.206149303783626
"admin2","level","child_vitA","Malawi","plus",404,0,0.213913392141139
"admin2","level","child_vitA","Malawi","addon_only",10,0,0.304275716264489
"admin2","level","child_vitA","Malawi","cs",91,0,0.188816796675658
"admin2","level","child_vitA","Malawi","cs_plus",101,0,0.196817817306991
"admin2","level","child_vitA","SierraLeone","base",394,0,0.0681318681318681
"admin2","level","child_vitA","SierraLeone","plus",404,0,0.0813186813186813
"admin2","level","child_vitA","SierraLeone","addon_only",10,0,-0.0769230769230769
"admin2","level","child_vitA","SierraLeone","cs",91,0,0.446153846153846
"admin2","level","child_vitA","SierraLeone","cs_plus",101,0,0.292307692307692
"admin2","level","women_vitA","Gambia","base",394,0,0.767741935483871
"admin2","level","women_vitA","Gambia","plus",404,0,0.740600667408231
"admin2","level","women_vitA","Gambia","addon_only",10,0,-0.413125695216908
"admin2","level","women_vitA","Gambia","cs",91,0,0.759288097886541
"admin2","level","women_vitA","Gambia","cs_plus",101,0,0.749499443826474
"admin2","level","women_vitA","Ghana","base",394,0,0.334395448079659
"admin2","level","women_vitA","Ghana","plus",404,0,0.318719772403983
"admin2","level","women_vitA","Ghana","addon_only",10,0,-0.356586059743954
"admin2","level","women_vitA","Ghana","cs",91,0,0.422475106685633
"admin2","level","women_vitA","Ghana","cs_plus",101,0,0.38972972972973
"admin2","level","women_vitA","Malawi","base",394,0,0.212455347379164
"admin2","level","women_vitA","Malawi","plus",404,0,0.220602172486695
"admin2","level","women_vitA","Malawi","addon_only",10,0,0.177699205365605
"admin2","level","women_vitA","Malawi","cs",91,0,0.226306772617919
"admin2","level","women_vitA","Malawi","cs_plus",101,0,0.232102500546767
"admin2","level","women_vitA","SierraLeone","base",394,0,-0.107692307692308
"admin2","level","women_vitA","SierraLeone","plus",404,0,-0.103296703296703
"admin2","level","women_vitA","SierraLeone","addon_only",10,0,-0.393406593406593
"admin2","level","women_vitA","SierraLeone","cs",91,0,0.2
"admin2","level","women_vitA","SierraLeone","cs_plus",101,0,0.213186813186813
"admin2","level","child_iron","Gambia","base",394,0,0.527030033370412
"admin2","level","child_iron","Gambia","plus",404,0,0.490989988876529
"admin2","level","child_iron","Gambia","addon_only",10,0,-0.438487208008899
"admin2","level","child_iron","Gambia","cs",91,0,0.550611790878754
"admin2","level","child_iron","Gambia","cs_plus",101,0,0.494549499443827
"admin2","level","child_iron","Ghana","base",394,0,0.526315789473684
"admin2","level","child_iron","Ghana","plus",404,0,0.532005689900427
"admin2","level","child_iron","Ghana","addon_only",10,0,-0.143271692745377
"admin2","level","child_iron","Ghana","cs",91,0,0.560284495021337
"admin2","level","child_iron","Ghana","cs_plus",101,0,0.553001422475107
"admin2","level","child_iron","Malawi","base",394,0,-0.0526171903477437
"admin2","level","child_iron","Malawi","plus",404,0,-0.0362870890136327
"admin2","level","child_iron","Malawi","addon_only",10,0,0.205292702485966
"admin2","level","child_iron","Malawi","cs",91,0,0.190548224830502
"admin2","level","child_iron","Malawi","cs_plus",101,0,0.226069840344099
"admin2","level","child_iron","SierraLeone","base",394,0,0.274725274725275
"admin2","level","child_iron","SierraLeone","plus",404,0,0.265934065934066
"admin2","level","child_iron","SierraLeone","addon_only",10,0,-0.415384615384615
"admin2","level","child_iron","SierraLeone","cs",91,0,0.327472527472527
"admin2","level","child_iron","SierraLeone","cs_plus",101,0,-0.0945054945054945
"admin2","level","women_iron","Gambia","base",394,0,0.410456062291435
"admin2","level","women_iron","Gambia","plus",404,0,0.365072302558398
"admin2","level","women_iron","Gambia","addon_only",10,0,-0.377085650723026
"admin2","level","women_iron","Gambia","cs",91,0,0.729477196885428
"admin2","level","women_iron","Gambia","cs_plus",101,0,0.679199110122358
"admin2","level","women_iron","Ghana","base",394,0,0.279743954480797
"admin2","level","women_iron","Ghana","plus",404,0,0.270526315789474
"admin2","level","women_iron","Ghana","addon_only",10,0,-0.202190611664296
"admin2","level","women_iron","Ghana","cs",91,0,0.358065433854908
"admin2","level","women_iron","Ghana","cs_plus",101,0,0.346088193456615
"admin2","level","women_iron","Malawi","base",394,0,0.270868265655756
"admin2","level","women_iron","Malawi","plus",404,0,0.26889990522709
"admin2","level","women_iron","Malawi","addon_only",10,0,0.138022162280382
"admin2","level","women_iron","Malawi","cs",91,0,0.219617992272363
"admin2","level","women_iron","Malawi","cs_plus",101,0,0.210067799081432
"admin2","level","women_iron","SierraLeone","base",394,0,-0.0153846153846154
"admin2","level","women_iron","SierraLeone","plus",404,0,-0.0153846153846154
"admin2","level","women_iron","SierraLeone","addon_only",10,0,-0.305494505494505
"admin2","level","women_iron","SierraLeone","cs",91,0,0.0593406593406593
"admin2","level","women_iron","SierraLeone","cs_plus",101,0,0.0373626373626374
"admin2","level","women_folate","Ghana","base",395,0,-0.102247510668563
"admin2","level","women_folate","Ghana","plus",405,0,-0.0900426742532006
"admin2","level","women_folate","Ghana","addon_only",10,0,0.225803698435277
"admin2","level","women_folate","Ghana","cs",91,0,0.0845234708392603
"admin2","level","women_folate","Ghana","cs_plus",101,0,0.158150782361309
"admin2","level","women_folate","Malawi","base",395,0,-0.0892870161113946
"admin2","level","women_folate","Malawi","plus",405,0,-0.0771305679084348
"admin2","level","women_folate","Malawi","addon_only",10,0,0.0106984034409856
"admin2","level","women_folate","Malawi","cs",91,0,0.275169497703579
"admin2","level","women_folate","Malawi","cs_plus",101,0,0.228712546475177
"admin2","level","women_folate","SierraLeone","base",395,0,0.032967032967033
"admin2","level","women_folate","SierraLeone","plus",405,0,0.0945054945054945
"admin2","level","women_folate","SierraLeone","addon_only",10,0,0.38021978021978
"admin2","level","women_folate","SierraLeone","cs",91,0,0.151648351648352
"admin2","level","women_folate","SierraLeone","cs_plus",101,0,0.367032967032967
"admin2","level","women_b12","Ghana","base",395,0,0.595874822190611
"admin2","level","women_b12","Ghana","plus",405,0,0.597866287339971
"admin2","level","women_b12","Ghana","addon_only",10,0,0.358406827880512
"admin2","level","women_b12","Ghana","cs",91,0,0.553968705547653
"admin2","level","women_b12","Ghana","cs_plus",101,0,0.55877667140825
"admin2","level","women_b12","Malawi","base",395,0,0.443792374425895
"admin2","level","women_b12","Malawi","plus",405,0,0.416399358460305
"admin2","level","women_b12","Malawi","addon_only",10,0,0.0797550484799883
"admin2","level","women_b12","Malawi","cs",91,0,0.456240431581249
"admin2","level","women_b12","Malawi","cs_plus",101,0,0.338758474885179
"admin2","level","women_b12","SierraLeone","base",395,0,0.432967032967033
"admin2","level","women_b12","SierraLeone","plus",405,0,0.432967032967033
"admin2","level","women_b12","SierraLeone","addon_only",10,0,0.353846153846154
"admin2","level","women_b12","SierraLeone","cs",91,0,0.336263736263736
"admin2","level","women_b12","SierraLeone","cs_plus",101,0,0.375824175824176
"admin2","prev","child_vitA","Gambia","base",394,0,0.564428533588298
"admin2","prev","child_vitA","Gambia","plus",404,0,0.531462699740205
"admin2","prev","child_vitA","Gambia","addon_only",10,0,-0.361510461726049
"admin2","prev","child_vitA","Gambia","cs",91,0,0.643724728520198
"admin2","prev","child_vitA","Gambia","cs_plus",101,0,0.596948883195201
"admin2","prev","child_vitA","Ghana","base",394,0,0.362151436168232
