"tier","target","outcome","heldout","set","n_cols","addon_imputed_heldout","spearman"
"admin2","level","child_vitA","Gambia","base",394,0,0.677864293659622
"admin2","level","child_vitA","Gambia","plus",404,0,0.628031145717464
"admin2","level","child_vitA","Gambia","addon_only",10,0,-0.338820912124583
"admin2","level","child_vitA","Gambia","cs",91,0,0.789543937708565
"admin2","level","child_vitA","Gambia","cs_plus",101,0,0.686318131256952
"admin2","level","child_vitA","Ghana","base",394,0,0.404466571834993
"admin2","level","child_vitA","Ghana","plus",404,0,0.415647226173542
"admin2","level","child_vitA","Ghana","addon_only",10,0,0.449189189189189
"admin2","level","child_vitA","Ghana","cs",91,0,0.259260312944523
"admin2","level","child_vitA","Ghana","cs_plus",101,0,0.3
"admin2","level","child_vitA","Malawi","base",394,0,0.206149303783626
"admin2","level","child_vitA","Malawi","plus",404,0,0.215316760224539
"admin2","level","child_vitA","Malawi","addon_only",10,0,0.171229131734344
"admin2","level","child_vitA","Malawi","cs",91,0,0.188816796675658
"admin2","level","child_vitA","Malawi","cs_plus",101,0,0.196416854997448
"admin2","level","child_vitA","SierraLeone","base",394,0,0.0681318681318681
"admin2","level","child_vitA","SierraLeone","plus",404,0,0.0813186813186813
"admin2","level","child_vitA","SierraLeone","addon_only",10,0,-0.0681318681318681
"admin2","level","child_vitA","SierraLeone","cs",91,0,0.446153846153846
"admin2","level","child_vitA","SierraLeone","cs_plus",101,0,0.287912087912088
"admin2","level","women_vitA","Gambia","base",394,0,0.767741935483871
"admin2","level","women_vitA","Gambia","plus",404,0,0.759288097886541
"admin2","level","women_vitA","Gambia","addon_only",10,0,-0.23559510567297
"admin2","level","women_vitA","Gambia","cs",91,0,0.759288097886541
"admin2","level","women_vitA","Gambia","cs_plus",101,0,0.768186874304783
"admin2","level","women_vitA","Ghana","base",394,0,0.334395448079659
"admin2","level","women_vitA","Ghana","plus",404,0,0.331920341394026
"admin2","level","women_vitA","Ghana","addon_only",10,0,-0.105405405405405
"admin2","level","women_vitA","Ghana","cs",91,0,0.422475106685633
"admin2","level","women_vitA","Ghana","cs_plus",101,0,0.416899004267425
"admin2","level","women_vitA","Malawi","base",394,0,0.212455347379164
"admin2","level","women_vitA","Malawi","plus",404,0,0.227837719617992
"admin2","level","women_vitA","Malawi","addon_only",10,0,0.180779324925275
"admin2","level","women_vitA","Malawi","cs",91,0,0.226306772617919
"admin2","level","women_vitA","Malawi","cs_plus",101,0,0.234526499963549
"admin2","level","women_vitA","SierraLeone","base",394,0,-0.107692307692308
"admin2","level","women_vitA","SierraLeone","plus",404,0,-0.112087912087912
"admin2","level","women_vitA","SierraLeone","addon_only",10,0,-0.520879120879121
"admin2","level","women_vitA","SierraLeone","cs",91,0,0.2
"admin2","level","women_vitA","SierraLeone","cs_plus",101,0,0.138461538461538
"admin2","level","child_iron","Gambia","base",394,0,0.527030033370412
"admin2","level","child_iron","Gambia","plus",404,0,0.47230255839822
"admin2","level","child_iron","Gambia","addon_only",10,0,-0.290767519466073
"admin2","level","child_iron","Gambia","cs",91,0,0.550611790878754
"admin2","level","child_iron","Gambia","cs_plus",101,0,0.528364849833148
"admin2","level","child_iron","Ghana","base",394,0,0.526315789473684
"admin2","level","child_iron","Ghana","plus",404,0,0.53425320056899
"admin2","level","child_iron","Ghana","addon_only",10,0,0.080597439544808
"admin2","level","child_iron","Ghana","cs",91,0,0.560284495021337
"admin2","level","child_iron","Ghana","cs_plus",101,0,0.588620199146515
"admin2","level","child_iron","Malawi","base",394,0,-0.0526171903477437
"admin2","level","child_iron","Malawi","plus",404,0,-0.0360866078588613
"admin2","level","child_iron","Malawi","addon_only",10,0,0.206295108259824
"admin2","level","child_iron","Malawi","cs",91,0,0.190548224830502
"admin2","level","child_iron","Malawi","cs_plus",101,0,0.227363855070351
"admin2","level","child_iron","SierraLeone","base",394,0,0.274725274725275
"admin2","level","child_iron","SierraLeone","plus",404,0,0.235164835164835
"admin2","level","child_iron","SierraLeone","addon_only",10,0,-0.424175824175824
"admin2","level","child_iron","SierraLeone","cs",91,0,0.327472527472527
"admin2","level","child_iron","SierraLeone","cs_plus",101,0,0.032967032967033
"admin2","level","women_iron","Gambia","base",394,0,0.410456062291435
"admin2","level","women_iron","Gambia","plus",404,0,0.425139043381535
