predictor,family,cellset,z,tau,k_countries,z_undisattenuated,n_cells,n_positive,p_analytic,z_gambia,z_ghana,z_sierraleone,z_malawi,p_perm,p_perm_fwer,q_analytic,q_perm,n_permutations
spam_share_roots,marginal,shared,-3.4255,0.2678,4,-3.3692,16,1,6.135714006392546e-4,-0.3559,-0.4437,-1.1021,-0.1619,0.20958083832335328,0.5868263473053892,0.008896785309269191,0.6608449767132402,500
spam_share_vegetables,marginal,shared,0.876,0.2448,4,0.0889,16,8,0.3810503243353115,-0.2857,0.2495,0.5437,0.0189,0.5449101796407185,1,0.6500270238661195,0.9636022073500059,500
np_child_hb_gdl,marginal,shared,-1.4913,0.3896,4,-1.8534,16,4,0.13588776457175022,-0.8254,-0.4963,0.1579,-0.0025,0.6766467065868264,1,0.28148179804148266,0.969560878243513,500
np_child_anaemia_any,marginal,shared,0.6324,0.4412,4,1.4442,16,11,0.5271192874112037,0.9559,0.1757,-0.6736,0.0642,0.7664670658682635,1,0.7615375365867842,0.969560878243513,500
np_women_hb_gdl,marginal,shared,-0.7665,0.3738,4,-1.4171,16,4,0.44336117129423597,-0.7792,-0.2925,0.6797,-0.1262,0.6367265469061876,1,0.6767091561859392,0.969560878243513,500
np_women_anaemia_any,marginal,shared,0.5567,0.3631,4,1.525,16,12,0.5777181312037674,0.7345,0.1893,-0.7268,0.1432,0.7564870259481038,1,0.7615375365867842,0.969560878243513,500
np_iron_pregnancy,marginal,shared,-0.2885,0.0764,4,0.1751,16,9,0.7729794232332303,-0.0203,-0.1176,-0.0023,0.0782,0.936127744510978,1,0.9081198181332116,0.969560878243513,500
dhs_c_slept_itn,marginal,shared,0.132,0.2359,4,0.4754,16,7,0.8949940908829337,0.2546,-0.2095,-0.1842,0.1765,0.9341317365269461,1,0.9269581655573242,0.969560878243513,500
dhs_hh_itn_any,marginal,shared,0.1585,0.3385,4,0.706,16,11,0.8740845843030525,0.516,-0.2642,-0.3212,0.1541,0.8762475049900199,1,0.9269581655573242,0.969560878243513,500
np_vita_capsule,marginal,shared,-2.5862,0.0598,4,-2.0766,16,3,0.009704661600990665,-0.1987,-0.2028,0.0397,-0.0631,0.14570858283433133,0.9900199600798403,0.056287037285745856,0.6608449767132402,500
spam_prod_oilcrops,marginal,shared,-0.2756,0.0874,4,-0.0209,16,8,0.7828619121838032,0.1648,-0.1281,9e-4,-0.03,0.8602794411177644,1,0.9081198181332116,0.969560878243513,500
spam_prod_vegetables,marginal,shared,0.785,0.1283,4,0.6478,16,7,0.43245998046612644,-0.1282,0.1344,0.3634,-0.0179,0.5469061876247505,1,0.6767091561859392,0.9636022073500059,500
dhs_c_diet_diversity_score,marginal,shared,-0.5672,0.1866,4,-2.2786,16,4,0.5705570179006625,-0.3203,-0.1729,0.4478,-0.0551,0.7844311377245509,1,0.7615375365867842,0.969560878243513,500
dhs_c_min_diet_diversity,marginal,shared,-0.2087,0.2374,4,-1.7082,16,4,0.8346780941719177,-0.3207,-0.2142,0.6,-0.0449,0.9161676646706587,1,0.9269581655573242,0.969560878243513,500
spam_prod_pulses,marginal,shared,2.1107,0.3214,4,1.894,16,12,0.03479463857272804,0.1272,0.5677,0.7316,0.0362,0.13972055888223553,1,0.09173131987355575,0.6608449767132402,500
np_deworming,marginal,shared,0.3638,0.3271,4,-0.6113,16,6,0.7160175997009786,-0.1446,-0.3293,0.8497,-0.0209,0.8323353293413174,1,0.902804799622973,0.969560878243513,500
np_salt_iodised_any,marginal,shared,NA,NA,NA,NA,4,2,NA,NA,-0.0649,NA,NA,NA,NA,NA,NA,500
np_salt_iodised_15ppm,marginal,shared,NA,NA,NA,NA,4,0,NA,NA,-0.2979,NA,NA,NA,NA,NA,NA,500
dhs_w_anc1,marginal,shared,2.7921,0.0315,4,1.5787,16,10,0.005237414847326822,0.15,0.044,0.3238,0.1236,0.023952095808383235,0.9500998003992016,0.037971257643119455,0.3473053892215569,500
dhs_w_anc4plus,marginal,shared,-0.0784,0.1442,4,-0.1385,16,7,0.9374814538198325,0.2388,-0.1722,0.0212,-0.053900000000000003,0.9800399201596807,1,0.9374814538198325,0.9800399201596807,500
soil_zinc_mean_0_20,marginal,all,-1.885,0.5477,4,-1.4738,24,8,0.05943167326704609,-1.3385,-0.5633,-0.2548,0.0588,0.12974051896207583,1,0.1915020583049263,0.5577935039012883,500
soil_zinc_mean_20_50,marginal,all,-2.0458,0.5506,4,-1.5257,24,7,0.04077512040536372,-1.3896,-0.5305,-0.4239,0.0517,0.08782435129740519,1,0.1478098114694435,0.555688622754491,500
soil_zinc_stdev_0_20,marginal,all,-3.1873,0.1087,4,-3.7114,24,7,0.001436175020883807,-0.1447,-0.365,-0.0199,-0.199,0.09580838323353294,0.5289421157684631,0.020824537802815204,0.555688622754491,500
soil_zinc_stdev_20_50,marginal,all,-2.2236,0.1433,4,-1.9949,24,8,0.02617724651859607,0.1227,-0.2781,-0.4359,-0.1549,0.08383233532934131,1,0.12652335817321433,0.555688622754491,500
soilgrids_cec,marginal,all,-1.5123,0.3933,4,-1.5354,24,8,0.13045459138009793,-0.8759,-0.3981,-0.0336,0.086,0.2435129740518962,1,0.2650497004310767,0.5884896872920825,500
soilgrids_clay,marginal,all,-1.5192,0.1386,4,-1.9299,24,9,0.128717349489704,-0.1876,-0.1176,-0.3432,0.0598,0.17964071856287425,1,0.2650497004310767,0.5577935039012883,500
soilgrids_organic_carbon,marginal,all,-2.2414,0.3527,4,-2.1201,24,4,0.024997090549475732,-1.1238,-0.392,0.0556,-0.1602,0.2874251497005988,1,0.12652335817321433,0.6119190191046479,500
soilgrids_ph,marginal,all,2.5521,0.2809,4,1.8636,24,17,0.01070816180360403,0.7764,0.3984,0.2798,0.0611,0.033932135728542916,0.9720558882235529,0.07763417307612921,0.555688622754491,500
spam_share_cereals,marginal,all,2.116,0.3379,4,2.0496,24,20,0.034342626089012146,0.2528,0.6268,0.5501,0.0559,0.6986027944111777,1,0.14227659379733604,0.895947235962857,500
spam_share_oilcrops,marginal,all,-3.0462,0.0434,4,-1.3397,24,10,0.0023179085473423976,-0.2397,-0.1474,-0.1159,-0.0547,0.2055888223552894,0.6506986027944112,0.02240644929097651,0.5577935039012883,500
spam_share_pulses,marginal,all,1.3216,0.348,4,1.2607,24,15,0.18630565371588953,-0.0653,0.5915,0.3938,0.0254,0.15169660678642716,1,0.33767899736004975,0.5577935039012883,500
spam_share_roots,marginal,all,-3.2947,0.1613,4,-2.4625,24,6,9.853710146369536e-4,-0.3559,-0.2371,-0.6188,-0.089,0.08383233532934131,0.4550898203592814,0.020824537802815204,0.555688622754491,500
spam_share_vegetables,marginal,all,0.0052,0.1461,4,-0.8207,24,9,0.9958865151913243,-0.2857,0.1027,0.2601,-0.0473,0.9860279441117764,1,0.9958865151913243,0.9860279441117764,500
np_child_hb_gdl,marginal,all,-1.7509,0.3284,4,-1.9711,24,7,0.07996101835487947,-0.8254,-0.4109,0.0885,-0.031,0.6167664670658682,1,0.23188695322915046,0.895947235962857,500
np_child_anaemia_any,marginal,all,1.1052,0.3539,4,1.6935,24,16,0.2690545928035818,0.9559,0.2011,-0.4315,0.0599,0.7105788423153693,1,0.43403142088962804,0.895947235962857,500
np_women_hb_gdl,marginal,all,-1.1044,0.3046,4,-1.5895,24,7,0.269398812965976,-0.7792,-0.2568,0.4613,-0.0885,0.590818363273453,1,0.43403142088962804,0.895947235962857,500
np_women_anaemia_any,marginal,all,1.0234,0.2847,4,1.7699,24,17,0.30610240048822907,0.7345,0.2045,-0.4642,0.0947,0.656686626746507,1,0.44384848070793215,0.895947235962857,500
np_iron_pregnancy,marginal,all,-0.179,0.1008,4,0.1361,24,14,0.8579151340104904,-0.0203,-0.1373,0.1148,0.0541,0.9181636726546906,1,0.8885549602251508,0.9509552323923581,500
dhs_c_slept_itn,marginal,all,0.5141,0.1367,4,0.8255,24,12,0.6071781707495476,0.2546,-0.1048,-0.0833,0.0988,0.5389221556886228,1,0.7655724761624731,0.895947235962857,500
dhs_hh_itn_any,marginal,all,0.822,0.2024,4,1.2419,24,17,0.4110581949546532,0.516,-0.0888,-0.1347,0.0734,0.21157684630738524,1,0.5676517930326163,0.5577935039012883,500
np_vita_capsule,marginal,all,-1.6234,0.1314,4,-1.9283,24,6,0.104498214665833,-0.1987,-0.272,0.1012,-0.0579,0.5588822355289421,1,0.2525373521090964,0.895947235962857,500
spam_prod_oilcrops,marginal,all,-0.2943,0.0661,4,-0.4158,24,12,0.7685197923178471,0.1648,-0.087,0.0685,-0.0515,0.8283433133732535,1,0.8780004263700015,0.9417319207738369,500
spam_prod_vegetables,marginal,all,0.2612,0.111,4,-0.2495,24,10,0.7939655879774397,-0.1282,0.106,0.2051,-0.0672,0.812375249500998,1,0.8780004263700015,0.9417319207738369,500
dhs_c_diet_diversity_score,marginal,all,-1.0556,0.1413,4,-2.4938,24,6,0.2911665482813998,-0.3203,-0.1685,0.2886,-0.0602,0.5189620758483033,1,0.44384848070793215,0.895947235962857,500
dhs_c_min_diet_diversity,marginal,all,-0.7217,0.1729,4,-2.0725,24,6,0.47044906363026545,-0.3207,-0.1966,0.3811,-0.0552,0.6467065868263473,1,0.6201374020580771,0.895947235962857,500
spam_prod_pulses,marginal,all,1.6568,0.3542,4,1.4021,24,17,0.09755558196676312,0.1272,0.573,0.5364,-0.0169,0.16966067864271456,1,0.2525373521090964,0.5577935039012883,500
np_deworming,marginal,all,0.2308,0.2778,4,-0.3643,24,9,0.8174486728272428,-0.1446,-0.3031,0.68,-0.0224,0.844311377245509,1,0.8780004263700015,0.9417319207738369,500
np_salt_iodised_any,marginal,all,NA,NA,NA,NA,6,2,NA,NA,-0.1777,NA,NA,NA,NA,NA,NA,500
np_salt_iodised_15ppm,marginal,all,NA,NA,NA,NA,6,0,NA,NA,-0.3851,NA,NA,NA,NA,NA,NA,500
dhs_w_anc1,marginal,all,1.4867,0.0578,4,0.9285,24,13,0.13709467263676378,0.15,-0.0218,0.2286,0.0647,0.2954091816367265,1,0.2650497004310767,0.6119190191046479,500
dhs_w_anc4plus,marginal,all,0.3239,0.1888,4,0.2921,24,12,0.7460254354602428,0.2388,-0.2366,0.195,0.0088,0.8882235528942116,1,0.8780004263700015,0.9509552323923581,500
soil_zinc_mean_0_20,region_partialed,shared,-3.3665,0.0993,4,-2.4013,16,3,7.613424850759605e-4,-0.4261,-0.1077,-0.2155,-0.189,0.00998003992015968,0.29740518962075846,0.007359644022400951,0.13023952095808383,500
soil_zinc_mean_20_50,region_partialed,shared,-3.3748,0.0635,4,-2.0372,16,5,7.386529139281387e-4,-0.3298,-0.0924,-0.2628,-0.1373,0.005988023952095809,0.2894211576846307,0.007359644022400951,0.13023952095808383,500
soil_zinc_stdev_0_20,region_partialed,shared,-0.4713,0.1385,4,-0.504,16,9,0.6374500374417641,0.0083,0.0859,-0.0435,-0.1947,0.8303393213572854,1,0.8801847146192482,0.9820359281437125,500
soil_zinc_stdev_20_50,region_partialed,shared,-1.0811,0.2121,4,-0.1875,16,8,0.27966056019634755,0.0538,0.0878,-0.706,-0.0826,0.5429141716566867,1,0.8110156245694079,0.9820359281437125,500
soilgrids_cec,region_partialed,shared,-0.3559,0.1172,4,-0.8016,16,8,0.7219440547070647,-0.0186,-0.1841,0.1394,0.0466,0.8522954091816367,1,0.8801847146192482,0.9820359281437125,500
soilgrids_clay,region_partialed,shared,-0.0852,0.1268,4,0.0122,16,7,0.9320682262393385,0.174,0.0777,-0.3099,-0.0755,0.9740518962075848,1,0.9653563771764578,0.9820359281437125,500
soilgrids_organic_carbon,region_partialed,shared,-2.7603,0.0725,4,-1.9783,16,2,0.005774282775497792,-0.2557,-0.1866,-0.2034,-0.0387,0.017964071856287425,0.5528942115768463,0.03349084009788719,0.13023952095808383,500
soilgrids_ph,region_partialed,shared,2.4911,0.1564,4,2.7518,16,11,0.012734224000216796,0.2702,0.059,0.1879,0.3712,0.04590818363273453,0.7065868263473054,0.052756070858041015,0.19019104647847165,500
spam_share_cereals,region_partialed,shared,3.5001,0,4,2.2589,16,12,4.6510276499583725e-4,0.0394,0.1407,0.0242,0.1537,0.015968063872255488,0.25748502994011974,0.007359644022400951,0.13023952095808383,500
spam_share_oilcrops,region_partialed,shared,0.462,0,4,0.0449,16,6,0.644061304644602,-0.0256,0.0888,0.0144,-0.0315,0.846307385229541,1,0.8801847146192482,0.9820359281437125,500
spam_share_pulses,region_partialed,shared,3.1018,0.0874,4,2.9873,16,14,0.0019235932509634682,0.3902,0.1775,0.0294,0.1224,0.027944111776447105,0.3972055888223553,0.013946051069485144,0.1620758483033932,500
spam_share_roots,region_partialed,shared,-2.6263,0.1178,4,-3.0698,16,4,0.008631778529469154,0.0086,-0.3357,-0.231,-0.1799,0.033932135728542916,0.6207584830339321,0.04172026289243424,0.16400532268795742,500
spam_share_vegetables,region_partialed,shared,-0.4003,0.1309,4,0.3839,16,8,0.6889300038587975,-0.0219,0.1147,-0.4301,0.0195,0.8343313373253493,1,0.8801847146192482,0.9820359281437125,500
np_child_hb_gdl,region_partialed,shared,0.1966,0.3712,4,-1.2827,16,4,0.8441174132105801,-0.4257,-0.2815,0.8181,0.1151,0.9141716566866267,1,0.9415155762733394,0.9820359281437125,500
np_child_anaemia_any,region_partialed,shared,-0.5828,0.3472,4,1.1749,16,9,0.560003860520342,0.4271,0.0649,-0.9926,-0.0151,0.7844311377245509,1,0.8801847146192482,0.9820359281437125,500
np_women_hb_gdl,region_partialed,shared,-0.5895,0.1896,4,-2.2769,16,6,0.5555089830661502,-0.2358,-0.203,0.517,-0.1574,0.7724550898203593,1,0.8801847146192482,0.9820359281437125,500
np_women_anaemia_any,region_partialed,shared,-0.0373,0.2115,4,1.7777,16,11,0.9702722382691426,0.2525,0.1437,-0.6106,0.0511,0.9820359281437125,1,0.9702722382691426,0.9820359281437125,500
np_iron_pregnancy,region_partialed,shared,2.3578,0.2691,4,2.3054,16,14,0.018383868421793015,0.3345,-0.0323,0.7624,0.3658,0.08582834331337326,0.782435129740519,0.06664152302899967,0.3111277445109781,500
dhs_c_slept_itn,region_partialed,shared,0.3472,0.1855,4,0.3065,16,10,0.7284287293400675,-0.1274,-0.0637,0.0704,0.2514,0.8822355289421158,1,0.8801847146192482,0.9820359281437125,500
dhs_hh_itn_any,region_partialed,shared,0.747,0.3363,4,0.0628,16,7,0.4550486286472639,0.1035,-0.333,0.705,0.127,0.7425149700598802,1,0.8801847146192482,0.9820359281437125,500
np_vita_capsule,region_partialed,shared,0.9217,0.2111,4,-0.4035,16,7,0.35666992031118355,0.0052,-0.1028,0.7125,-0.0259,0.6307385229540918,1,0.8801847146192482,0.9820359281437125,500
spam_prod_oilcrops,region_partialed,shared,0.2315,0.1166,4,-0.8742,16,6,0.8169539976990401,-0.0952,0.0286,0.3871,-0.0824,0.8922155688622755,1,0.9415155762733394,0.9820359281437125,500
spam_prod_vegetables,region_partialed,shared,0.5154,0.1615,4,-0.7754,16,6,0.6062983490314381,-0.0902,-0.0197,0.5565,-0.0758,0.8582834331337326,1,0.8801847146192482,0.9820359281437125,500
dhs_c_diet_diversity_score,region_partialed,shared,-0.653,0.13,4,-1.2248000000000001,16,4,0.5137340458996711,-0.3247,0.0092,0.161,-0.0086,0.716566866267465,1,0.8801847146192482,0.9820359281437125,500
dhs_c_min_diet_diversity,region_partialed,shared,-0.5746,0.0867,4,-1.2259,16,8,0.5655359008377283,-0.2081,-0.0086,0.2404,-0.0457,0.7604790419161677,1,0.8801847146192482,0.9820359281437125,500
spam_prod_pulses,region_partialed,shared,0.6593,0.1167,4,0.1487,16,10,0.5097327718114477,-0.0542,0.1281,0.2945,-0.0688,0.7125748502994012,1,0.8801847146192482,0.9820359281437125,500
np_deworming,region_partialed,shared,-0.149,0.1558,4,-0.2807,16,6,0.8815608172695295,-0.0281,-0.198,0.4195,-0.0712,0.9421157684630739,1,0.9468616185487541,0.9820359281437125,500
np_salt_iodised_any,region_partialed,shared,NA,NA,NA,NA,4,2,NA,NA,0.0166,NA,NA,NA,NA,NA,NA,500
np_salt_iodised_15ppm,region_partialed,shared,NA,NA,NA,NA,4,3,NA,NA,0.1102,NA,NA,NA,NA,NA,NA,500
dhs_w_anc1,region_partialed,shared,1.8612,0.1256,4,2.9274,16,12,0.06271159436330209,0.2325,0.0239,-0.0138,0.2659,0.14171656686626746,0.9880239520958084,0.20207069294841787,0.4566422710135285,500
dhs_w_anc4plus,region_partialed,shared,0.8494,0.2456,4,0.6492,16,8,0.39564256070789666,0.2854,-0.2138,0.233,0.1841,0.6506986027944112,1,0.8801847146192482,0.9820359281437125,500
soil_zinc_mean_0_20,region_partialed,all,-2.4986,0.1071,4,-1.7605,24,7,0.01247003416764239,-0.4261,-0.0752,-0.1518,-0.086,0.05389221556886228,0.6686626746506986,0.09305505256215885,0.34730538922155685,500
soil_zinc_mean_20_50,region_partialed,all,-2.9492,0.0643,4,-1.8745,24,8,0.003186094469799321,-0.3298,-0.1133,-0.1499,-0.0745,0.027944111776447105,0.44510978043912175,0.046198369812090155,0.27012641383898867,500
soil_zinc_stdev_0_20,region_partialed,all,-1.1651,0,4,-0.2945,24,14,0.243971092370791,0.0083,0.0174,0.028,-0.0773,0.42714570858283435,1,0.6431965162502672,0.9960079840319361,500
soil_zinc_stdev_20_50,region_partialed,all,-0.7935,0.1241,4,0.0441,24,14,0.4274753731233311,0.0538,0.0549,-0.4421,-0.029,0.6127744510978044,1,0.7833816036625951,0.9960079840319361,500
soilgrids_cec,region_partialed,all,-0.3419,0,4,-0.3852,24,13,0.7324550351380781,-0.0186,-0.062,0.092,0.0156,0.8562874251497006,1,0.9450550535807951,0.9960079840319361,500
soilgrids_clay,region_partialed,all,0.1992,0.1629,4,0.2238,24,10,0.8420991691481321,0.174,0.1613,-0.2001,-0.0966,0.908183632734531,1,0.9768350362118332,0.9960079840319361,500
soilgrids_organic_carbon,region_partialed,all,-2.2613,0.0443,4,-1.6026,24,5,0.023737652107535544,-0.2557,-0.0812,-0.0988,-0.038,0.06387225548902195,0.8203592814371258,0.11473198518642179,0.34730538922155685,500
soilgrids_ph,region_partialed,all,3.0919,0.0885,4,3.0499,24,15,0.0019884823569331304,0.2702,0.0524,0.2182,0.2217,0.023952095808383235,0.3872255489021956,0.046198369812090155,0.27012641383898867,500
spam_share_cereals,region_partialed,all,1.2237,0.0418,4,1.2137,24,14,0.22105795414085946,0.0394,0.0865,-0.187,0.0605,0.44510978043912175,1,0.6410680670084924,0.9960079840319361,500
spam_share_oilcrops,region_partialed,all,1.289,0,4,0.8403,24,11,0.19740770646669073,-0.0256,0.0901,0.0617,0.0087,0.3912175648702595,1,0.6360914986148923,0.9960079840319361,500
spam_share_pulses,region_partialed,all,2.4883,0.09,4,2.393,24,20,0.012835179663746048,0.3902,0.1084,0.0261,0.0879,0.02594810379241517,0.6726546906187625,0.09305505256215885,0.27012641383898867,500
spam_share_roots,region_partialed,all,-1.8437,0.0865,4,-2.1212,24,9,0.06522221314456877,0.0086,-0.2295,-0.0305,-0.0771,0.16367265469061876,0.9880239520958084,0.27020631159892783,0.6780724265754207,500
spam_share_vegetables,region_partialed,all,-0.6538,0.1015,4,0.3206,24,13,0.5132500161927347,-0.0219,0.0143,-0.3736,0.0498,0.7385229540918163,1,0.7833816036625951,0.9960079840319361,500
np_child_hb_gdl,region_partialed,all,-0.0549,0.2474,4,-1.1087,24,8,0.9561968948531178,-0.4257,-0.1493,0.5244,0.0691,0.9820359281437125,1,0.990346783955015,0.9960079840319361,500
np_child_anaemia_any,region_partialed,all,-0.3193,0.253,4,0.8732,24,12,0.7495264218054581,0.4271,0.0564,-0.6755,-0.0359,0.8622754491017964,1,0.9450550535807951,0.9960079840319361,500
np_women_hb_gdl,region_partialed,all,-0.7513,0.1372,4,-1.4242,24,10,0.4524762744178264,-0.2358,-0.1726,0.3172,-0.0471,0.6506986027944112,1,0.7833816036625951,0.9960079840319361,500
np_women_anaemia_any,region_partialed,all,0.3193,0.1647,4,1.1934,24,15,0.7494988339790338,0.2525,0.1631,-0.3533,-0.0178,0.8622754491017964,1,0.9450550535807951,0.9960079840319361,500
np_iron_pregnancy,region_partialed,all,2.2897,0.1968,4,1.9751,24,17,0.02203663512316485,0.3345,-0.0397,0.5834,0.1901,0.0718562874251497,0.810379241516966,0.11473198518642179,0.34730538922155685,500
dhs_c_slept_itn,region_partialed,all,0.1549,0.082,4,0.2932,24,13,0.8769117166358051,-0.1274,-0.0272,0.0141,0.1083,0.93812375249501,1,0.9780938377860904,0.9960079840319361,500
dhs_hh_itn_any,region_partialed,all,0.9606,0.1773,4,-0.1705,24,12,0.33676734551986054,0.1035,-0.1445,0.4955,0.0327,0.5668662674650699,1,0.751250232313535,0.9960079840319361,500
np_vita_capsule,region_partialed,all,0.5704,0.1537,4,-0.7282,24,10,0.5684176071704763,0.0052,-0.1322,0.4663,-0.0118,0.7465069860279441,1,0.8242055303971906,0.9960079840319361,500
spam_prod_oilcrops,region_partialed,all,-0.0103,0.0511,4,-0.6563,24,10,0.9917526794555629,-0.0952,0.0517,0.1511,-0.046,0.9960079840319361,1,0.9917526794555629,0.9960079840319361,500
spam_prod_vegetables,region_partialed,all,-0.0907,0.0821,4,-0.8616,24,7,0.9277507590500343,-0.0902,-0.0646,0.3011,-0.0218,0.9680638722554891,1,0.990346783955015,0.9960079840319361,500
dhs_c_diet_diversity_score,region_partialed,all,-0.685,0.1159,4,-1.129,24,7,0.493368098678497,-0.3247,-0.0321,0.207,-0.012,0.7125748502994012,1,0.7833816036625951,0.9960079840319361,500
dhs_c_min_diet_diversity,region_partialed,all,-0.6571,0.0835,4,-1.4229,24,11,0.5111260763365932,-0.2081,-0.0515,0.2417,-0.0384,0.7085828343313373,1,0.7833816036625951,0.9960079840319361,500
spam_prod_pulses,region_partialed,all,0.6942,0.0639,4,0.3991,24,15,0.4875729916892024,-0.0542,0.1147,0.1021,-0.0236,0.6866267465069861,1,0.7833816036625951,0.9960079840319361,500
np_deworming,region_partialed,all,0.2187,0.091,4,0.1919,24,12,0.8269101324856789,-0.0281,-0.0725,0.3314,-0.0189,0.9001996007984032,1,0.9768350362118332,0.9960079840319361,500
np_salt_iodised_any,region_partialed,all,NA,NA,NA,NA,6,2,NA,NA,-0.0323,NA,NA,NA,NA,NA,NA,500
np_salt_iodised_15ppm,region_partialed,all,NA,NA,NA,NA,6,3,NA,NA,-0.0617,NA,NA,NA,NA,NA,NA,500
dhs_w_anc1,region_partialed,all,1.647,0.0833,4,2.2639,24,16,0.09956175973725052,0.2325,0.0087,-0.0517,0.1444,0.2275449101796407,0.998003992015968,0.3609113790475332,0.8248502994011976,500
dhs_w_anc4plus,region_partialed,all,1.1087,0.2096,4,0.969,24,13,0.2675451109309507,0.2854,-0.1735,0.3192,0.13,0.49101796407185627,1,0.6465673514164642,0.9960079840319361,500
